source_app,dataset,prf_source,implant_id,electrode_index,x_deg,y_deg,polar_deg,ecc_deg
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,16,-0.559302,-3.855775,188.253510,3.896128
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,17,-0.360158,-4.036150,185.099167,4.052187
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,18,-0.360158,-4.036150,185.099167,4.052187
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,19,-0.161332,-4.119217,182.242889,4.122375
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,24,-0.694641,-3.532988,191.123367,3.600630
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,25,-0.694641,-3.532988,191.123367,3.600630
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,26,-0.543363,-3.631177,188.510498,3.671606
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,27,-0.379633,-3.779584,185.735733,3.798602
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,28,-0.379633,-3.779584,185.735733,3.798602
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,29,-0.208397,-3.900228,183.058517,3.905792
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,34,-0.694641,-3.532988,191.123367,3.600630
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,35,-0.694641,-3.532988,191.123367,3.600630
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,36,-0.543363,-3.631177,188.510498,3.671606
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,37,-0.379633,-3.779584,185.735733,3.798602
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,38,-0.379633,-3.779584,185.735733,3.798602
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,39,-0.208397,-3.900228,183.058517,3.905792
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,46,-0.512238,-3.428845,188.496628,3.466896
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,47,-0.374936,-3.571372,185.993179,3.590999
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,48,-0.374936,-3.571372,185.993179,3.590999
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,49,-0.269024,-3.676601,184.184982,3.686430
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,56,-0.512238,-3.428845,188.496628,3.466896
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,57,-0.512238,-3.428845,188.496628,3.466896
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,58,-0.374936,-3.571372,185.993179,3.590999
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,59,-0.269024,-3.676601,184.184982,3.686430
